product_id,name,number,card_url,raw_title,year,family,kind,cc_total,scp_total,cc_only,scp_only,ok,completeness
3411978.0,Warming Bernabel,CPA-WB,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/warming-bernabel-cpa-wb,Warming Bernabel #CPA-WB,2022.0,chrome,number_collision,,,,,,
3411979.0,Wilmin Candelario,CPA-WC,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/wilmin-candelario-cpa-wc,Wilmin Candelario #CPA-WC,2022.0,chrome,number_collision,,,,,,
3411980.0,Yan Contreras,CPA-YC,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/yan-contreras-cpa-yc,Yan Contreras #CPA-YC,2022.0,chrome,number_collision,,,,,,
4377823.0,Alexis Hernandez,CPA-AH,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/alexis-hernandez-cpa-ah,Alexis Hernandez #CPA-AH,2022.0,chrome,number_collision,,,,,,
4377825.0,Antonio Pinero,CPA-AP,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/antonio-pinero-cpa-ap,Antonio Pinero #CPA-AP,2022.0,chrome,number_collision,,,,,,
4377839.0,Cal Conley,CPA-CC,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/cal-conley-cpa-cc,Cal Conley #CPA-CC,2022.0,chrome,number_collision,,,,,,
4377843.0,Cade Marlowe,CPA-CM,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/cade-marlowe-cpa-cm,Cade Marlowe #CPA-CM,2022.0,chrome,number_collision,,,,,,
4377847.0,Charlie Welch,CPA-CW,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/charlie-welch-cpa-cw,Charlie Welch #CPA-CW,2022.0,chrome,number_collision,,,,,,
4377848.0,Dru Baker,CPA-DB,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/dru-baker-cpa-db,Dru Baker #CPA-DB,2022.0,chrome,number_collision,,,,,,
4377858.0,Estanli Castillo,CPA-EC,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/estanli-castillo-cpa-ec,Estanli Castillo #CPA-EC,2022.0,chrome,number_collision,,,,,,
4377860.0,Evan Lee,CPA-EL,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/evan-lee-cpa-el,Evan Lee #CPA-EL,2022.0,chrome,number_collision,,,,,,
